date,Stock_Returns
1973-11-08,0.011531
1973-11-09,-0.016072
1973-11-12,-0.008167
1973-11-13,-0.000766
1973-11-14,-0.018302
1973-11-15,-0.000195
1973-11-16,0.014156
1973-11-19,-0.030516
1973-11-20,-0.020356
1973-11-21,0.011149
1973-11-23,-0.003208
1973-11-26,-0.028761
1973-11-27,-0.009112
1973-11-28,0.020376
1973-11-29,-0.003482
1973-11-30,-0.013873
1973-12-03,-0.021467
1973-12-04,-0.003301
1973-12-05,-0.015279
1973-12-06,0.024523
1973-12-07,0.022135
1973-12-10,0.014921
1973-12-11,-0.0195
1973-12-12,-0.025719
1973-12-13,-0.012718
1973-12-14,0.009851
1973-12-17,-0.005788
1973-12-18,0.021456
1973-12-19,0.000844
1973-12-20,-0.002848
1973-12-21,-0.010682
1973-12-24,-0.006842
1973-12-26,0.030571
1973-12-27,0.02089
1973-12-28,-0.002046
1973-12-31,0.000103
1974-01-02,0.001333
1974-01-03,0.021704
1974-01-04,-0.009018
1974-01-07,-0.008392
1974-01-08,-0.019884
1974-01-09,-0.02809
1974-01-10,-0.011026
1974-01-11,0.013746
1974-01-14,-0.002562
1974-01-15,0.008671
1974-01-16,0.015282
1974-01-17,0.017038
1974-01-18,-0.017883
1974-01-21,-0.001674
1974-01-22,0.012055
1974-01-23,0.005386
1974-01-24,-0.002575
1974-01-25,-0.001962
1974-01-28,-0.005588
1974-01-29,-0.000833
1974-01-30,0.010936
1974-01-31,-0.005048
1974-02-01,-0.012944
1974-02-04,-0.021297
1974-02-05,-0.003109
1974-02-06,0.002796
1974-02-07,0.000429
1974-02-08,-0.010397
1974-02-11,-0.018087
1974-02-12,0.003088
1974-02-13,0.00044
1974-02-14,-0.00033
1974-02-15,0.014514
1974-02-19,-0.001626
1974-02-20,0.014329
1974-02-21,0.013592
1974-02-22,0.00718
1974-02-25,-0.003774
1974-02-26,0.010207
1974-02-27,0.004167
1974-02-28,-0.001867
1974-03-01,-0.007171
1974-03-04,0.0
1974-03-05,0.018738
1974-03-06,0.006782
1974-03-07,-0.010614
1974-03-08,0.008665
1974-03-11,0.01125
1974-03-12,0.002731
1974-03-13,0.005951
1974-03-14,-0.000902
1974-03-15,-0.003713
1974-03-18,-0.012389
1974-03-19,-0.008363
1974-03-20,0.003497
1974-03-21,-0.002357
1974-03-22,-0.000719
1974-03-25,0.003804
1974-03-26,0.003175
1974-03-27,-0.013885
1974-03-28,-0.018325
1974-03-29,-0.008859
1974-04-01,-0.007768
1974-04-02,0.001072
1974-04-03,0.010498
1974-04-04,0.0
1974-04-05,-0.013993
1974-04-08,-0.010537
1974-04-09,0.006302
1974-04-10,-0.002268
1974-04-11,-0.00303
1974-04-15,-0.00076
1974-04-16,0.017491
1974-04-17,0.007474
1974-04-18,0.004451
1974-04-19,-0.010867
1974-04-22,-0.003947
1974-04-23,-0.016813
1974-04-24,-0.016447
1974-04-25,-0.008084
1974-04-26,0.00681
1974-04-29,-0.001996
1974-04-30,0.003444
1974-05-01,0.021149
1974-05-02,-0.00141
1974-05-03,-0.008687
1974-05-06,-0.001862
1974-05-07,0.003731
1974-05-08,0.001968
1974-05-09,0.014404
1974-05-10,-0.016028
1974-05-13,-0.008855
1974-05-14,0.000331
1974-05-15,-0.002646
1974-05-16,-0.008071
1974-05-17,-0.01683
1974-05-20,-0.003968
1974-05-21,0.000569
1974-05-22,-0.009328
1974-05-23,0.002296
1974-05-24,0.014778
1974-05-28,-0.002371
1974-05-29,-0.016748
1974-05-30,0.006215
1974-05-31,-0.001716
1974-06-03,0.020852
1974-06-04,0.011672
1974-06-05,0.001886
1974-06-06,0.01827
